"","emp_length","state","homeownership","delinq_2y","months_since_last_delinq","earliest_credit_line","inquiries_last_12m","total_credit_lines","open_credit_lines","total_credit_limit","total_credit_utilized","num_collections_last_12m","num_historical_failed_to_pay","months_since_90d_late","current_accounts_delinq","total_collection_amount_ever","current_installment_accounts","accounts_opened_24m","months_since_last_credit_inquiry","num_satisfactory_accounts","num_active_debit_accounts","total_debit_limit","num_total_cc_accounts","num_open_cc_accounts","num_cc_carrying_balance","num_mort_accounts","account_never_delinq_percent","tax_liens","public_record_bankrupt","loan_purpose","application_type","loan_amount","term","interest_rate","installment","grade","sub_grade","issue_month","loan_status","initial_listing_status","disbursement_method","balance","income_final","verification_final","debt_to_income_final"
"3023",1,"NY","RENT",0,0,2005,3,17,8,47764,28879,0,0,0,0,0,2,7,0,8,2,12300,6,6,4,0,100,0,0,"debt_consolidation","individual",9600,36,13.58,326.16,"C","C2",Feb 2018,"Current","whole","Cash",8715.03,75000,"Not Verified",10
"3024",10,"OH","MORTGAGE",0,0,1998,0,25,15,107195,9348,0,0,0,0,0,1,7,14,15,3,21600,17,13,5,1,100,0,0,"major_purchase","individual",6000,36,6.07,182.73,"A","A2",Mar 2018,"Current","whole","Cash",5540.54,40000,"Source Verified",11.4
"3025",10,"AZ","RENT",2,18,2007,2,24,10,19428,16184,0,0,36,0,0,0,6,5,10,3,9000,17,9,8,0,73.9,0,0,"debt_consolidation","individual",20000,36,14.07,684.24,"C","C3",Mar 2018,"Current","whole","Cash",18634.9,60000,"Verified",12.09
"3026",10,"CA","RENT",0,0,1991,0,12,9,60644,23517,0,0,0,0,0,1,3,13,9,6,37000,8,8,7,0,100,0,0,"major_purchase","individual",15000,36,6.07,456.81,"A","A2",Mar 2018,"Current","fractional","Cash",13851.4,90000,"Not Verified",7.93
"3027",6,"AZ","RENT",0,0,2006,1,16,10,66983,23428,0,0,0,0,0,2,1,9,10,5,35400,13,8,7,0,100,0,0,"small_business","individual",15000,36,9.93,483.52,"B","B2",Jan 2018,"Current","whole","Cash",13173.04,52000,"Not Verified",26.84
"3028",1,"MD","MORTGAGE",2,3,2003,2,27,15,454216,43850,0,0,0,0,0,5,4,3,15,2,20000,15,9,3,1,92.6,0,0,"credit_card","individual",7000,36,12.61,234.55,"C","C1",Mar 2018,"Current","whole","Cash",6511.93,82000,"Not Verified",19.36
"3029",5,"CA","RENT",0,0,2005,3,17,11,59800,9684,0,0,0,0,0,0,3,9,11,2,38200,14,10,3,0,100,0,0,"major_purchase","individual",6000,36,5.32,180.69,"A","A1",Feb 2018,"Current","whole","Cash",5379.53,40000,"Not Verified",13.14
"3030",10,"PA","RENT",0,52,2006,2,16,7,31928,18087,0,0,52,0,665,2,4,0,7,2,2100,6,5,4,0,93.8,0,0,"vacation","joint",5000,36,21.85,190.57,"D","D5",Mar 2018,"Current","fractional","Cash",4695.95,88045,"Source Verified",13.33
"3031",9,"NE","MORTGAGE",0,33,1993,3,21,12,36257,29780,0,1,0,0,0,3,5,0,12,5,16500,11,9,7,1,95,0,1,"other","individual",8000,36,16.01,281.3,"C","C5",Feb 2018,"Current","whole","Cash",7469.28,46236,"Verified",32.75
"3032",1,"PA","MORTGAGE",0,34,1990,1,20,8,164418,22654,0,0,34,0,0,1,0,1,8,3,13200,14,6,6,2,85,0,0,"debt_consolidation","individual",16000,36,15.04,554.96,"C","C4",Mar 2018,"Current","whole","Cash",14923.34,65000,"Not Verified",20.97
"3033",2,"CA","MORTGAGE",0,64,1993,0,17,6,321090,13774,0,0,0,0,0,1,2,0,6,2,21800,13,4,2,3,94.1,0,0,"car","individual",5000,36,5.31,150.56,"A","A1",Feb 2018,"Current","whole","Cash",4482.84,118500,"Not Verified",3.99
"3034",5,"NY","MORTGAGE",0,36,1992,5,21,15,389440,239349,0,0,0,0,0,2,2,7,15,7,70000,16,12,11,3,95.2,0,0,"credit_card","individual",40000,36,7.97,1252.91,"A","A5",Feb 2018,"Current","whole","Cash",36011.51,140000,"Not Verified",23.84
"3035",3,"CA","RENT",0,0,2000,2,40,23,190575,122434,0,0,0,0,0,4,5,8,23,11,81400,22,18,15,0,100,0,0,"debt_consolidation","individual",25000,60,12.62,563.98,"C","C1",Jan 2018,"Fully Paid","whole","Cash",0,94000,"Not Verified",26.72
"3036",8,"OH","RENT",0,0,2003,0,17,13,39372,23135,0,0,0,0,4670,4,3,13,13,7,5800,9,9,9,0,100,0,0,"debt_consolidation","joint",10000,60,15.04,238.11,"C","C4",Mar 2018,"Current","whole","Cash",9657.41,83000,"Verified",28.55
"3037",3,"OR","RENT",0,0,2014,2,14,9,42861,31660,0,0,0,0,0,1,6,0,9,3,5100,12,8,7,0,100,0,0,"moving","joint",3000,36,21.85,114.34,"D","D5",Feb 2018,"Current","whole","Cash",2754.54,69400,"Verified",22.87
"3038",5,"GA","MORTGAGE",0,0,2005,0,16,10,224044,31210,0,0,0,0,0,2,2,0,10,4,51500,11,7,5,2,100,0,0,"debt_consolidation","individual",28000,60,9.43,587.1,"B","B1",Mar 2018,"Current","whole","Cash",27262.98,57000,"Not Verified",27.48
"3039",5,"FL","MORTGAGE",0,0,1983,2,27,16,115494,37184,0,1,0,0,0,2,6,5,16,4,39000,21,13,7,1,100,0,1,"debt_consolidation","individual",10000,36,9.44,320.05,"B","B1",Jan 2018,"Current","fractional","Cash",8773.94,33500,"Not Verified",32.86
"3040",10,"FL","MORTGAGE",0,0,1989,2,33,23,201385,23786,0,1,0,0,0,2,10,2,22,2,21700,24,19,7,3,100,0,1,"debt_consolidation","individual",7000,36,6.07,213.18,"A","A2",Mar 2018,"Current","whole","Cash",6463.98,50000,"Not Verified",16.08
"3041",10,"FL","MORTGAGE",0,80,2007,0,32,16,349206,177340,0,0,0,0,0,3,5,13,16,6,52000,16,12,9,2,96.9,0,0,"debt_consolidation","individual",14975,36,7.96,468.99,"A","A5",Mar 2018,"Current","whole","Cash",14233.24,290000,"Source Verified",14.08
"3042",2,"TX","OWN",2,5,2006,2,33,13,59592,33573,0,0,33,0,0,1,7,3,13,3,10900,24,12,6,0,69.7,0,0,"major_purchase","individual",10000,36,20,371.64,"D","D4",Jan 2018,"Current","fractional","Cash",8941.47,45000,"Not Verified",20.39
"3043",10,"CO","MORTGAGE",0,49,1996,0,10,4,27740,26495,0,0,0,0,0,1,2,0,4,1,11300,6,3,1,1,90,0,0,"credit_card","individual",2200,36,10.42,71.43,"B","B3",Feb 2018,"Current","whole","Cash",1987.95,50000,"Not Verified",15.2
"3044",10,"CA","MORTGAGE",0,0,2002,1,21,17,100257,47255,0,1,0,0,0,2,8,8,17,8,43900,16,14,8,0,100,0,1,"credit_card","individual",30000,36,19.42,1106.07,"D","D3",Mar 2018,"Current","whole","Cash",28108,58756,"Verified",29.76
"3045",5,"TX","OWN",0,0,2003,2,29,13,50200,25199,0,0,0,0,0,3,13,2,13,2,14100,11,10,3,1,100,0,0,"debt_consolidation","individual",38400,36,7.35,1191.84,"A","A4",Jan 2018,"Current","fractional","Cash",33557.84,70000,"Source Verified",9.12
"3046",10,"AL","OWN",0,46,2003,1,24,19,58900,11577,0,5,0,0,0,0,6,6,19,6,43400,24,19,7,0,95.8,5,0,"other","individual",40000,36,11.98,1328.2,"B","B5",Mar 2018,"Current","fractional","Cash",37185.49,55160.04,"Verified",7.7
"3047",10,"MI","MORTGAGE",0,44,1999,6,52,17,82195,52121,0,0,44,0,6868,2,12,3,17,4,4700,43,15,7,0,76.9,0,0,"debt_consolidation","individual",40000,60,13.58,922.05,"C","C2",Mar 2018,"Current","whole","Cash",38575.85,135000,"Verified",9.73
"3048",2,"CA","OWN",0,0,2001,0,22,8,41068,34397,0,0,0,0,5303,4,1,14,8,2,8600,5,4,3,0,100,0,0,"other","individual",12800,36,20.39,478.25,"D","D4",Mar 2018,"Current","fractional","Cash",12004.36,33000,"Not Verified",27.16
"3049",9,"CA","MORTGAGE",0,0,2001,6,15,8,446978,27561,0,1,0,0,127,1,3,0,8,2,9500,7,5,4,3,100,0,1,"debt_consolidation","individual",7000,36,9.43,224.01,"B","B1",Mar 2018,"Current","fractional","Cash",6489,86000,"Source Verified",9.42
"3050",10,"HI","MORTGAGE",0,0,1991,4,20,7,128601,76915,0,0,0,0,0,1,3,1,7,2,54200,8,6,3,5,100,0,0,"debt_consolidation","individual",20000,60,7.35,399.34,"A","A4",Jan 2018,"Current","whole","Cash",18598.74,120000,"Not Verified",20.45
"3051",9,"NY","RENT",1,6,1996,4,29,13,249425,200445,0,0,0,0,0,5,5,7,13,4,63000,13,6,5,2,78.6,0,0,"debt_consolidation","individual",20175,36,15.04,699.77,"C","C4",Mar 2018,"Fully Paid","whole","Cash",0,450000,"Verified",15.92
"3052",2,"NY","MORTGAGE",8,8,1995,2,28,10,624647,28388,0,0,6,0,61,3,3,1,10,1,1000,16,6,5,2,68,0,0,"debt_consolidation","individual",25000,36,12.62,837.79,"C","C1",Feb 2018,"Current","fractional","Cash",23257.18,125000,"Verified",14.2
"3053",0,"NC","RENT",0,0,1993,2,11,2,22000,4466,0,0,0,0,0,0,0,5,2,2,22000,8,2,2,0,100,0,0,"credit_card","individual",35000,36,5.32,1054.02,"A","A1",Feb 2018,"Current","whole","Cash",31380.61,83000,"Source Verified",1.66
"3054",1,"FL","RENT",0,0,2002,1,9,7,23861,13498,0,0,0,0,0,1,5,8,7,4,14000,6,6,6,0,100,0,0,"credit_card","individual",5000,36,9.92,161.15,"B","B2",Mar 2018,"Current","whole","Cash",4598.08,36000,"Not Verified",12.35
"3055",1,"CA","RENT",0,0,2003,2,27,14,95897,36858,0,0,0,0,0,6,5,6,14,3,24200,12,8,4,0,100,0,0,"moving","individual",3000,36,6.07,91.37,"A","A2",Feb 2018,"Current","whole","Cash",2770.26,50000,"Source Verified",18.33
"3056",5,"PA","OWN",0,0,2003,8,28,11,106700,15595,0,0,0,0,0,1,7,0,11,4,97700,22,10,4,0,100,0,0,"debt_consolidation","individual",20000,60,20,529.88,"D","D4",Feb 2018,"Current","whole","Cash",19193.94,50000,"Source Verified",10.15
"3057",0,"IL","RENT",0,0,2003,0,34,13,120003,75734,0,0,0,0,0,4,3,16,13,3,34600,18,9,4,0,100,0,0,"debt_consolidation","individual",35000,36,10.41,1136.11,"B","B3",Mar 2018,"Current","whole","Cash",32480.82,70500,"Verified",32.53
"3058",1,"NJ","RENT",0,0,2005,1,23,8,86257,34602,0,0,0,0,0,2,3,6,8,3,41500,15,5,3,0,100,0,0,"credit_card","individual",35000,36,6.07,1065.88,"A","A2",Mar 2018,"Current","whole","Cash",33217.83,60000,"Source Verified",11.88
"3059",3,"NE","MORTGAGE",0,82,1994,3,36,19,304295,105910,0,0,0,0,0,4,8,2,19,10,103000,21,14,13,3,97.1,0,0,"debt_consolidation","individual",4000,36,11.99,132.84,"B","B5",Jan 2018,"Current","whole","Cash",3526.26,120000,"Not Verified",28.03
"3060",10,"MI","MORTGAGE",0,0,2000,2,17,8,85595,57993,0,0,0,0,0,2,3,7,8,4,21500,10,6,6,1,100,0,0,"home_improvement","individual",12000,36,7.96,375.82,"A","A5",Mar 2018,"Current","whole","Cash",11105.43,188500,"Not Verified",7.93
"3061",2,"TX","MORTGAGE",0,40,1995,10,46,17,221666,81494,0,0,40,0,0,11,9,1,17,1,5100,17,5,4,3,93.5,0,0,"debt_consolidation","joint",12000,36,10.91,392.36,"B","B4",Feb 2018,"Current","whole","Cash",10851.41,96000,"Source Verified",26.02
"3062",1,"GA","RENT",0,0,2013,1,9,8,70301,51177,0,0,0,0,0,1,5,0,8,4,14200,6,6,6,0,100,0,0,"debt_consolidation","individual",15000,60,15.05,357.25,"C","C4",Jan 2018,"Current","whole","DirectPay",14132.9,114000,"Source Verified",13.07
"3063",3,"FL","RENT",0,59,2011,0,11,8,68250,51576,0,1,0,0,0,3,2,19,8,3,7100,6,5,4,0,90.9,0,1,"credit_card","individual",10000,36,10.42,324.65,"B","B3",Jan 2018,"Current","whole","Cash",8790.09,90000,"Not Verified",20.19
"3064",0,"MI","RENT",0,0,2003,2,18,11,96700,39721,0,0,0,0,0,1,10,1,11,7,74400,16,10,7,0,100,0,0,"credit_card","individual",24000,36,7.97,751.75,"A","A5",Feb 2018,"Current","whole","Cash",21606.89,65000,"Source Verified",14.38
"3065",1,"CT","RENT",0,0,2015,2,4,4,22500,11645,0,0,0,0,0,0,3,10,4,4,22500,4,4,4,0,100,0,0,"credit_card","individual",20000,36,10.41,649.21,"B","B3",Mar 2018,"Current","whole","Cash",19044.45,1e+05,"Not Verified",4.47
"3066",4,"PA","RENT",0,0,2007,1,9,8,25822,8411,0,0,0,0,0,1,4,6,8,1,9300,6,6,2,0,100,0,0,"debt_consolidation","individual",3000,36,9.93,96.71,"B","B2",Mar 2018,"Current","whole","Cash",2782.56,60000,"Not Verified",12.3
"3067",10,"MO","MORTGAGE",1,10,1995,0,20,11,675349,135909,0,0,97,0,0,4,4,16,11,4,37200,8,6,4,1,80,0,0,"credit_card","individual",15000,36,9.93,483.52,"B","B2",Jan 2018,"Current","whole","Cash",13173.04,180000,"Not Verified",25.56
"3068",1,"NJ","RENT",0,0,2007,0,12,10,49800,25625,0,0,0,0,0,2,1,0,10,5,21200,9,8,5,0,100,0,0,"debt_consolidation","individual",10000,36,7.35,310.38,"A","A4",Feb 2018,"Current","whole","Cash",8994.29,47476,"Source Verified",19.03
"3069",2,"TX","RENT",0,50,2006,3,26,7,52549,34717,0,0,0,0,0,4,3,1,7,0,2000,11,3,2,0,88.5,0,0,"major_purchase","joint",2200,36,18.06,79.61,"D","D2",Jan 2018,"Current","fractional","Cash",1875.81,50000,"Source Verified",21.5
"3070",10,"PA","RENT",0,0,2002,0,18,8,85680,24883,0,0,0,0,0,1,3,19,8,4,57700,10,7,4,0,100,0,0,"credit_card","individual",18000,36,6.08,548.25,"A","A2",Jan 2018,"Current","whole","Cash",15691.48,30000,"Source Verified",29.08
"3071",0,"WI","MORTGAGE",0,0,1990,0,22,8,268142,48159,0,0,0,0,0,1,0,0,8,2,36600,13,5,3,5,100,0,0,"credit_card","joint",25000,36,6.07,761.35,"A","A2",Mar 2018,"Current","fractional","Cash",23085.67,160000,"Not Verified",10.9
"3072",6,"NJ","MORTGAGE",0,39,1994,3,24,9,1340838,32863,0,0,39,0,0,2,2,1,9,2,70500,9,4,2,7,95.8,0,0,"home_improvement","individual",30000,36,6.71,922.35,"A","A3",Mar 2018,"Current","whole","Cash",28486.58,281000,"Source Verified",7.79
"3073",6,"KS","OWN",0,0,1986,1,13,5,22196,15145,0,0,0,0,0,0,1,7,5,3,11300,6,4,4,1,100,0,0,"debt_consolidation","individual",12000,36,9.92,386.76,"B","B2",Feb 2018,"Current","whole","Cash",10835.9,32000,"Not Verified",18.11
"3074",10,"TN","OWN",0,32,1998,3,35,11,45344,20480,0,0,37,0,0,3,3,1,9,4,4800,15,8,7,1,80,0,0,"car","individual",5000,36,14.08,171.09,"C","C3",Jan 2018,"Current","whole","Cash",4424.95,66144,"Source Verified",23.47
"3075",10,"TX","RENT",0,0,1993,3,21,11,30632,11648,0,0,0,0,0,3,10,2,11,2,15000,9,8,2,0,100,0,0,"credit_card","individual",2400,36,10.42,77.92,"B","B3",Jan 2018,"Current","whole","Cash",2109.6,34000,"Not Verified",21.64
"3076",8,"VA","RENT",0,0,1991,0,18,11,121994,61633,0,0,0,0,0,3,2,0,11,4,78500,8,7,4,2,100,0,0,"other","individual",8000,36,18.06,289.47,"D","D2",Jan 2018,"Current","fractional","Cash",7308.3,90000,"Not Verified",25.11
"3077",9,"CT","MORTGAGE",0,0,2005,1,13,9,509012,81210,0,0,0,0,0,2,4,10,9,2,7400,6,5,3,1,100,0,0,"debt_consolidation","joint",9550,36,26.3,386.31,"E","E5",Feb 2018,"Late (31-120 days)","fractional","Cash",9192.11,135000,"Source Verified",37.51
"3078",2,"OH","RENT",1,23,2002,1,15,7,6400,1773,0,0,41,0,0,0,3,2,7,2,1700,9,7,4,0,71.4,0,0,"credit_card","individual",3000,36,15.05,104.07,"C","C4",Jan 2018,"Current","whole","Cash",2729.18,23000,"Verified",5.85
"3079",10,"GA","MORTGAGE",0,0,2000,4,33,15,305764,100347,0,0,0,0,0,5,7,7,15,3,34000,19,9,6,4,100,0,0,"debt_consolidation","joint",40000,60,15.05,952.65,"C","C4",Jan 2018,"Current","whole","Cash",37687.81,115000,"Source Verified",24.59
"3080",10,"PA","RENT",0,37,1986,2,27,19,104727,54356,0,0,0,0,0,2,7,9,19,4,16900,21,17,14,0,96.3,0,0,"major_purchase","individual",8000,36,10.91,261.57,"B","B4",Jan 2018,"Current","whole","Cash",7038.49,96000,"Source Verified",26.98
"3081",0,"GA","OWN",0,0,2003,4,35,10,147546,108121,0,1,0,0,0,2,5,0,10,2,20800,12,8,2,2,100,1,0,"major_purchase","individual",35000,36,7.97,1096.29,"A","A5",Jan 2018,"Current","whole","Cash",31510.1,2e+05,"Verified",10.82
"3082",10,"CA","RENT",0,0,2007,1,21,13,68000,33223,0,0,0,0,0,1,2,6,13,1,17500,14,12,6,0,100,0,0,"credit_card","individual",35000,36,7.96,1096.13,"A","A5",Feb 2018,"Current","whole","Cash",31509.61,75000,"Not Verified",20.08
"3083",10,"SC","MORTGAGE",0,0,2003,3,27,6,382481,73262,0,0,0,0,0,2,5,3,6,1,29000,11,3,1,6,100,0,0,"home_improvement","joint",9000,36,7.97,281.91,"A","A5",Feb 2018,"Fully Paid","whole","Cash",0,177000,"Not Verified",8.82
"3084",3,"FL","RENT",0,0,2000,2,26,13,119028,63236,0,1,0,0,0,2,10,4,13,5,59100,18,11,8,0,100,0,1,"debt_consolidation","individual",22000,36,5.32,662.53,"A","A1",Jan 2018,"Current","whole","DirectPay",19149.86,66996,"Source Verified",21.35
"3085",10,"TX","MORTGAGE",1,2,2000,1,13,6,298666,78496,0,0,0,0,0,2,1,8,6,2,54200,5,3,2,4,69.2,0,0,"credit_card","joint",26000,60,14.08,606.06,"C","C3",Feb 2018,"Current","whole","Cash",25086.38,137000,"Source Verified",20.65
"3086",10,"ND","MORTGAGE",1,14,2000,2,40,15,277732,95551,0,0,0,0,0,6,6,4,15,3,37100,19,8,4,5,97.4,0,0,"debt_consolidation","individual",4000,36,7.97,125.3,"A","A5",Feb 2018,"Current","whole","Cash",3601.11,90000,"Not Verified",27.96
"3087",2,"NH","RENT",0,0,2012,1,14,13,105634,93168,0,0,0,0,0,8,3,3,13,1,25000,6,5,3,0,100,0,0,"other","individual",1000,36,21.85,38.12,"D","D5",Mar 2018,"Current","whole","Cash",882.43,24000,"Verified",35.35
"3088",3,"TX","MORTGAGE",1,5,2007,1,20,9,366281,41134,0,0,0,0,0,2,4,7,9,3,14800,11,6,4,4,90,0,0,"home_improvement","individual",25000,60,13.59,576.41,"C","C2",Jan 2018,"Current","whole","Cash",23499.98,1e+05,"Source Verified",7.52
"3089",8,"CA","RENT",0,0,2006,3,63,5,99673,80911,0,0,0,0,0,4,6,2,5,0,12500,23,1,0,0,100,0,0,"other","individual",20000,60,9.92,424.16,"B","B2",Mar 2018,"Current","whole","Cash",19480.21,87000,"Not Verified",9.59
"3090",9,"KY","OWN",0,0,1989,4,68,36,170053,88797,0,0,0,0,0,10,13,2,36,6,43800,32,26,10,0,100,0,0,"other","individual",14000,60,18.45,358.95,"D","D2",Mar 2018,"Current","whole","Cash",13562.24,85000,"Verified",23.35
"3091",10,"OH","MORTGAGE",0,30,2004,1,40,17,251028,64911,0,0,30,0,0,1,4,9,17,5,41100,31,15,11,2,97.5,0,0,"debt_consolidation","individual",35000,60,20,927.29,"D","D4",Feb 2018,"Current","whole","Cash",33589.39,92000,"Source Verified",20.16
"3092",10,"PA","RENT",0,0,1987,2,16,10,62121,30103,0,1,0,0,0,2,2,7,10,2,24100,9,8,5,0,100,0,1,"debt_consolidation","individual",10000,36,5.32,301.15,"A","A1",Jan 2018,"Current","whole","DirectPay",8965.88,70000,"Not Verified",9.12
"3093",2,"CT","RENT",1,17,2013,0,10,8,13692,10214,0,0,17,0,0,4,3,14,8,0,0,5,4,3,0,80,0,0,"debt_consolidation","individual",5000,36,13.59,169.9,"C","C2",Feb 2018,"Current","whole","Cash",4539.14,55000,"Source Verified",3.75
"3094",3,"CA","MORTGAGE",0,0,1998,4,9,6,48290,28042,0,1,0,0,0,2,3,1,6,2,11500,6,4,2,0,100,0,1,"small_business","individual",25000,36,6.72,768.74,"A","A3",Jan 2018,"Current","whole","Cash",21820.89,350000,"Verified",3.26
"3095",8,"MO","MORTGAGE",0,0,2003,4,15,12,157699,48597,0,0,0,0,0,3,6,5,12,5,15100,8,8,6,3,100,0,0,"credit_card","individual",10000,36,15.05,346.9,"C","C4",Mar 2018,"Current","fractional","Cash",9327.18,45000,"Verified",39.25
"3096",10,"MD","RENT",2,19,1983,1,80,32,75066,58898,0,0,28,0,0,11,2,5,32,8,23600,33,19,11,0,70,0,0,"debt_consolidation","individual",21000,36,10.42,681.76,"B","B3",Jan 2018,"Fully Paid","fractional","Cash",0,67800,"Not Verified",16.34
"3097",4,"IL","RENT",0,0,2005,1,16,8,51200,12621,0,0,0,0,0,1,4,4,8,5,41200,7,7,5,0,100,0,0,"debt_consolidation","individual",12000,36,7.97,375.88,"A","A5",Jan 2018,"Current","whole","Cash",10499.3,53000,"Not Verified",8.04
"3098",4,"FL","MORTGAGE",1,19,1985,2,49,26,620049,38325,0,0,0,0,0,2,8,9,26,5,99700,44,23,6,1,100,0,0,"debt_consolidation","individual",40000,60,7.34,798.49,"A","A4",Mar 2018,"Current","fractional","Cash",38888.97,146000,"Verified",9.83
"3099",0,"TN","RENT",0,0,2006,0,8,3,4686,2528,0,0,0,0,0,1,3,18,3,0,0,7,2,2,0,100,0,0,"debt_consolidation","individual",5000,36,15.05,173.45,"C","C4",Feb 2018,"Current","fractional","Cash",4548.62,25000,"Source Verified",8.21
"3100",10,"NJ","MORTGAGE",0,26,1996,6,36,9,260443,22199,0,0,26,0,0,1,5,1,9,4,11400,31,7,5,2,69.4,0,0,"other","individual",6000,36,19.03,220.03,"D","D3",Jan 2018,"Current","fractional","Cash",5355.76,63645,"Not Verified",21.03
"3101",0,"CA","RENT",0,0,2011,2,17,14,43220,37585,0,0,0,0,0,7,3,12,14,7,11900,10,7,7,0,100,0,0,"moving","individual",3600,36,20.39,134.51,"D","D4",Feb 2018,"Current","fractional","Cash",3299.07,71000,"Verified",17.49
"3102",10,"CA","RENT",0,47,1997,2,34,13,158029,150791,0,0,47,0,0,2,6,8,13,4,41600,14,11,7,0,97,0,0,"credit_card","individual",24000,60,9.92,508.99,"B","B2",Mar 2018,"Current","whole","Cash",23376.25,90000,"Not Verified",11.6
"3103",10,"VA","OWN",0,0,2004,0,50,24,127377,80873,0,0,0,0,0,8,3,16,24,8,40800,31,16,10,0,100,0,0,"credit_card","individual",30000,36,16.02,1055.01,"C","C5",Feb 2018,"Current","whole","Cash",27329.07,104000,"Source Verified",32.19
"3104",8,"NV","MORTGAGE",0,0,2006,2,14,9,318174,44812,0,0,0,0,0,3,6,10,9,4,18700,5,5,5,1,100,0,0,"debt_consolidation","joint",30000,60,16.01,729.71,"C","C5",Mar 2018,"Current","whole","Cash",28998.37,148000,"Verified",13.36
"3105",2,"MO","MORTGAGE",1,18,1996,10,51,38,208305,92556,0,0,34,0,0,17,8,1,38,5,30600,29,20,11,2,84.3,0,0,"credit_card","individual",30000,60,24.85,877.91,"E","E3",Jan 2018,"In Grace Period","whole","Cash",28941.02,56450,"Not Verified",31.1
"3106",10,"WA","MORTGAGE",1,23,1995,2,40,19,326916,69262,0,0,23,0,3490,11,10,5,19,3,9300,9,7,5,6,82.5,0,0,"debt_consolidation","joint",30000,60,24.84,877.73,"E","E3",Mar 2018,"Current","whole","Cash",29213.76,88066,"Not Verified",22.29
"3107",10,"NY","RENT",0,37,2001,2,36,20,264979,258766,0,0,0,0,0,16,2,10,20,1,15000,6,4,1,0,97.1,0,0,"debt_consolidation","individual",15000,60,13.59,345.85,"C","C2",Feb 2018,"Current","whole","Cash",14284.04,70260,"Source Verified",38.39
"3108",1,"PA","MORTGAGE",0,0,2012,5,10,8,261601,66229,0,0,0,0,0,3,5,6,8,2,12000,4,4,2,1,100,0,0,"credit_card","joint",20000,60,13.58,461.03,"C","C2",Mar 2018,"Current","whole","Cash",19287.91,109500,"Not Verified",16.83
"3109",10,"UT","MORTGAGE",0,0,2003,0,16,6,334116,15404,0,0,0,0,0,0,0,0,6,3,24200,7,4,4,7,100,0,0,"other","individual",10000,36,6.08,304.59,"A","A2",Jan 2018,"Current","whole","Cash",8717.45,75000,"Not Verified",7.04
"3110",7,"CT","RENT",0,0,2002,0,15,4,70041,19240,0,0,0,0,0,1,0,0,4,2,61000,6,3,2,3,100,0,0,"debt_consolidation","individual",11000,36,7.35,341.42,"A","A4",Jan 2018,"Current","whole","Cash",9612.89,33040,"Verified",19.58
"3111",10,"CO","MORTGAGE",0,32,1997,0,41,26,556666,102590,0,0,67,0,0,4,6,0,26,11,20900,31,21,21,4,92.5,0,0,"debt_consolidation","individual",40000,36,7.35,1241.5,"A","A4",Jan 2018,"Current","whole","DirectPay",35977.23,190000,"Source Verified",21.67
"3112",0,"NV","RENT",0,0,2008,9,7,5,24616,12775,0,1,0,0,0,1,5,4,5,1,10500,4,4,1,0,100,1,0,"major_purchase","individual",3500,36,13.58,118.91,"C","C2",Mar 2018,"Current","whole","Cash",3340.5,39000,"Not Verified",7.05
"3113",3,"CA","RENT",0,91,2000,0,13,8,24788,16486,0,0,91,0,341,1,2,21,8,4,5700,11,7,5,0,92.3,0,0,"major_purchase","individual",10000,36,9.44,320.05,"B","B1",Jan 2018,"Current","fractional","Cash",8773.94,54000,"Not Verified",9.69
"3114",2,"WV","OWN",0,80,2003,10,20,10,93370,52121,0,0,0,0,252,4,5,8,10,2,15600,9,6,4,0,95,0,0,"credit_card","individual",14400,60,17.09,358.58,"D","D1",Feb 2018,"Current","whole","Cash",13772.76,75000,"Verified",22.53
"3115",3,"IL","OWN",0,0,2013,1,25,19,176059,107066,0,0,0,0,0,1,10,4,19,9,70000,20,17,14,0,100,0,0,"credit_card","individual",10000,36,12.62,335.12,"C","C1",Feb 2018,"Current","whole","Cash",9065.57,60000,"Source Verified",28.6
"3116",2,"AL","MORTGAGE",0,0,1993,0,7,6,94599,10946,0,1,0,0,0,0,0,0,6,2,10000,6,5,4,1,100,0,1,"debt_consolidation","individual",16000,60,12.61,360.87,"C","C1",Mar 2018,"Current","whole","Cash",15612.5,35000,"Source Verified",10.29
"3117",10,"OR","RENT",0,0,2011,0,10,6,46574,21770,0,0,0,0,0,1,2,0,6,3,20200,8,5,4,0,100,0,0,"vacation","individual",14400,36,7.34,446.88,"A","A4",Mar 2018,"Current","whole","Cash",13317,120000,"Source Verified",8.17
"3118",6,"TX","RENT",1,23,2004,3,22,7,19000,6577,0,0,28,0,250,1,0,3,7,1,4100,16,6,5,0,95.2,0,0,"debt_consolidation","individual",10000,36,19.03,366.72,"D","D3",Jan 2018,"Current","fractional","Cash",8925.78,25000,"Verified",21.08
"3119",6,"MO","MORTGAGE",0,0,1977,0,64,29,495268,138983,0,0,0,0,0,5,5,14,29,11,127800,43,20,13,5,100,0,0,"debt_consolidation","individual",14500,36,6.71,445.8,"A","A3",Mar 2018,"Current","whole","Cash",13399.71,176000,"Not Verified",29.92
"3120",2,"AL","MORTGAGE",0,0,1999,0,21,7,156400,5090,0,0,0,0,0,1,2,13,7,0,7000,14,5,1,1,100,0,0,"debt_consolidation","individual",10000,36,6.08,304.59,"A","A2",Feb 2018,"Current","fractional","Cash",8976.56,23000,"Not Verified",13.41
